pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
3juy	A	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/15/09	Crystal Structure of a 3B3 Variant, a Broadly Neutralizing HIV-1 scFv Antibody	HOMO SAPIENS	homo sapiens			Clark, K.R., Walsh, S.T.	2.5	X-RAY DIFFRACTION	0.260	0.195	True	True	unknown	unknown	unknown	None	None	None	None	None
3juy	D	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/15/09	Crystal Structure of a 3B3 Variant, a Broadly Neutralizing HIV-1 scFv Antibody	HOMO SAPIENS	homo sapiens			Clark, K.R., Walsh, S.T.	2.5	X-RAY DIFFRACTION	0.260	0.195	True	True	unknown	unknown	unknown	None	None	None	None	None
3juy	F	F	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/15/09	Crystal Structure of a 3B3 Variant, a Broadly Neutralizing HIV-1 scFv Antibody	HOMO SAPIENS	homo sapiens			Clark, K.R., Walsh, S.T.	2.5	X-RAY DIFFRACTION	0.260	0.195	True	True	unknown	unknown	unknown	None	None	None	None	None
3juy	B	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/15/09	Crystal Structure of a 3B3 Variant, a Broadly Neutralizing HIV-1 scFv Antibody	HOMO SAPIENS	homo sapiens			Clark, K.R., Walsh, S.T.	2.5	X-RAY DIFFRACTION	0.260	0.195	True	True	unknown	unknown	unknown	None	None	None	None	None
3juy	E	E	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/15/09	Crystal Structure of a 3B3 Variant, a Broadly Neutralizing HIV-1 scFv Antibody	HOMO SAPIENS	homo sapiens			Clark, K.R., Walsh, S.T.	2.5	X-RAY DIFFRACTION	0.260	0.195	True	True	unknown	unknown	unknown	None	None	None	None	None
3juy	C	C	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/15/09	Crystal Structure of a 3B3 Variant, a Broadly Neutralizing HIV-1 scFv Antibody	HOMO SAPIENS	homo sapiens			Clark, K.R., Walsh, S.T.	2.5	X-RAY DIFFRACTION	0.260	0.195	True	True	unknown	unknown	unknown	None	None	None	None	None
6vor	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/31/20	Crystal structure of macaque anti-HIV-1 antibody RM20E1	MACACA MULATTA	macaca mulatta	macaca mulatta		Yuan, M., Wilson, I.A.	1.85	X-RAY DIFFRACTION	0.252	0.224	False	True	IGHV5	IGKV2	Kappa	None	None	None	None	None
6vor	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	01/31/20	Crystal structure of macaque anti-HIV-1 antibody RM20E1	MACACA MULATTA	macaca mulatta	macaca mulatta		Yuan, M., Wilson, I.A.	1.85	X-RAY DIFFRACTION	0.252	0.224	False	True	IGHV5	IGKV2	Kappa	None	None	None	None	None
4ydk	H	L	0	G	protein	NA	envelope glycoprotein gp160,envelope glycoprotein gp160	IMMUNE SYSTEM	02/22/15	Crystal structure of broadly and potently neutralizing antibody C38-VRC16.01 in complex with HIV-1 clade AE strain 93TH057 gp120	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Moquin, S., Zheng, A., Kwong, P.D.	2.051	X-RAY DIFFRACTION	0.206	0.166	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
6dcv	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/08/18	Crystal structure of human anti-tau antibody CBTAU-27.1	HOMO SAPIENS	homo sapiens	homo sapiens		Zhu, X., Zhang, H., Wilson, I.A.	1.9	X-RAY DIFFRACTION	0.229	0.186	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
6dcv	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	05/08/18	Crystal structure of human anti-tau antibody CBTAU-27.1	HOMO SAPIENS	homo sapiens	homo sapiens		Zhu, X., Zhang, H., Wilson, I.A.	1.9	X-RAY DIFFRACTION	0.229	0.186	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
6yxk	A	B	0	C	peptide	NA	citrullinated vimentin (59-74)	IMMUNE SYSTEM	05/03/20	Crystal structure of ACPA 3F3 in complex with cit-vimentin 59-74	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Ge, C., Holmdahl, R.	2.0	X-RAY DIFFRACTION	0.253	0.211	False	True	unknown	IGKV4	Kappa	None	None	None	None	None
5ukr	H	L	0	G	protein	NA	chimeric b.yu2 gp120 core derived from hiv-1 env	IMMUNE SYSTEM	01/23/17	Structure of unliganded anti-gp120 CD4bs antibody DH522.2 Fab in complex with a gp120 core	MACACA MULATTA; HUMAN IMMUNODEFICIENCY VIRUS 1	macaca mulatta	macaca mulatta	human immunodeficiency virus 1	Nicely, N.I.	2.712	X-RAY DIFFRACTION	0.265	0.201	False	True	IGHV4	IGLV2	Lambda	None	None	None	None	None
4yfl	H	L	0	G	protein	NA	envelope glycoprotein gp160,envelope glycoprotein gp160,envelope glycoprotein gp160 	IMMUNE SYSTEM	02/25/15	Crystal structure of VH1-46 germline-derived CD4-binding site-directed antibody 1B2530 in complex with HIV-1 clade A/E 93TH057 gp120	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Acharya, P., Zhou, T., Moquin, S., Kwong, P.D.	3.387	X-RAY DIFFRACTION	0.326	0.268	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
4yfl	F	I	0	E	protein	NA	envelope glycoprotein gp160,envelope glycoprotein gp160,envelope glycoprotein gp160 	IMMUNE SYSTEM	02/25/15	Crystal structure of VH1-46 germline-derived CD4-binding site-directed antibody 1B2530 in complex with HIV-1 clade A/E 93TH057 gp120	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Acharya, P., Zhou, T., Moquin, S., Kwong, P.D.	3.387	X-RAY DIFFRACTION	0.326	0.268	False	True	IGHV1	IGLV1	Lambda	None	None	None	None	None
6mqe	A	B	0	D	peptide	NA	hiv fusion peptide	IMMUNE SYSTEM	10/09/18	Vaccine-elicited NHP FP-targeting neutralizing antibody DFPH-a.15 in complex with FP (residue 512-519)	PLATYRRHINI; SYNTHETIC CONSTRUCT	platyrrhini	platyrrhini	human immunodeficiency virus 1	Xu, K., Wang, Y., Kwong, P.D.	2.459	X-RAY DIFFRACTION	0.245	0.192	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
6mqe	H	L	0	C	peptide	NA	hiv fusion peptide	IMMUNE SYSTEM	10/09/18	Vaccine-elicited NHP FP-targeting neutralizing antibody DFPH-a.15 in complex with FP (residue 512-519)	PLATYRRHINI; SYNTHETIC CONSTRUCT	platyrrhini	platyrrhini	human immunodeficiency virus 1	Xu, K., Wang, Y., Kwong, P.D.	2.459	X-RAY DIFFRACTION	0.245	0.192	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
5ewi	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/20/15	Crystal Structure of the Human Fab VRC38.01, an HIV-1 V1V2-Directed Neutralizing Antibody Isolated from Donor N90		homo sapiens	homo sapiens		Gorman, J., Kwong, P.D.	1.5996	X-RAY DIFFRACTION	0.202	0.173	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
8g1b	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/18/23	Crystal structure of polyreactive 2G02 human Fab	Homo sapiens	homo sapiens	homo sapiens		Borowska, M.T., Adams, E.J.	1.67	X-RAY DIFFRACTION	0.222	0.194	False	True	IGHV1	IGKV2	Kappa	None	None	None	None	None
8g1b	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/18/23	Crystal structure of polyreactive 2G02 human Fab	Homo sapiens	homo sapiens	homo sapiens		Borowska, M.T., Adams, E.J.	1.67	X-RAY DIFFRACTION	0.222	0.194	False	True	IGHV1	IGKV2	Kappa	None	None	None	None	None
5mhs	H	F	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/25/16	T1L reovirus sigma1 complexed with 5C6 Fab fragments	REOVIRUS TYPE 1 (STRAIN LANG); MUS MUSCULUS	mus musculus	mus musculus		Stehle, T., Dietrich, M.H.	3.7	X-RAY DIFFRACTION	0.278	0.261	False	False	IGHV2	IGKV3	Kappa	None	None	None	None	None
5mhs	N	G	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/25/16	T1L reovirus sigma1 complexed with 5C6 Fab fragments	REOVIRUS TYPE 1 (STRAIN LANG); MUS MUSCULUS	mus musculus	mus musculus		Stehle, T., Dietrich, M.H.	3.7	X-RAY DIFFRACTION	0.278	0.261	False	False	IGHV2	IGKV3	Kappa	None	None	None	None	None
5mhs	E	D	0	B | A	protein | protein	NA | NA	outer capsid protein sigma-1 | outer capsid protein sigma-1	IMMUNE SYSTEM	11/25/16	T1L reovirus sigma1 complexed with 5C6 Fab fragments	REOVIRUS TYPE 1 (STRAIN LANG); MUS MUSCULUS	mus musculus	mus musculus	reovirus type 1 (strain lang) | reovirus type 1 (strain lang)	Stehle, T., Dietrich, M.H.	3.7	X-RAY DIFFRACTION	0.278	0.261	False	False	IGHV2	IGKV3	Kappa	None	None	None	None	None
3fku	U	U	0	H | G	protein | protein	NA | NA	hemagglutinin | hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	12/17/08	Crystal structure of influenza hemagglutinin (H5) in complex with a broadly neutralizing antibody F10	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens		influenza a virus | influenza a virus	Hwang, W.C., Santelli, E., Stec, B., Wei, G., Cadwell, G., Bankston, L.A., Sui, J., Perez, S., Aird, D., Chen, L.M., Ali, M., Murakami, A., Yammanuru, A., Han, T., Cox, N., Donis, R.O., Liddington, R.C., Marasco, W.A.	3.2	X-RAY DIFFRACTION	0.286	0.232	True	True	unknown	unknown	unknown	1.30E-10	-13.48	SPR	25	19234466
3fku	T	T	0	L | K	protein | protein	NA | NA	hemagglutinin | hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	12/17/08	Crystal structure of influenza hemagglutinin (H5) in complex with a broadly neutralizing antibody F10	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens		influenza a virus | influenza a virus	Hwang, W.C., Santelli, E., Stec, B., Wei, G., Cadwell, G., Bankston, L.A., Sui, J., Perez, S., Aird, D., Chen, L.M., Ali, M., Murakami, A., Yammanuru, A., Han, T., Cox, N., Donis, R.O., Liddington, R.C., Marasco, W.A.	3.2	X-RAY DIFFRACTION	0.286	0.232	True	True	unknown	unknown	unknown	1.30E-10	-13.48	SPR	25	19234466
3fku	X	X	0	F | E	protein | protein	NA | NA	hemagglutinin | hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	12/17/08	Crystal structure of influenza hemagglutinin (H5) in complex with a broadly neutralizing antibody F10	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens		influenza a virus | influenza a virus	Hwang, W.C., Santelli, E., Stec, B., Wei, G., Cadwell, G., Bankston, L.A., Sui, J., Perez, S., Aird, D., Chen, L.M., Ali, M., Murakami, A., Yammanuru, A., Han, T., Cox, N., Donis, R.O., Liddington, R.C., Marasco, W.A.	3.2	X-RAY DIFFRACTION	0.286	0.232	True	True	unknown	unknown	unknown	1.30E-10	-13.48	SPR	25	19234466
3fku	S	S	0	J | I	protein | protein	NA | NA	hemagglutinin | hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	12/17/08	Crystal structure of influenza hemagglutinin (H5) in complex with a broadly neutralizing antibody F10	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens		influenza a virus | influenza a virus	Hwang, W.C., Santelli, E., Stec, B., Wei, G., Cadwell, G., Bankston, L.A., Sui, J., Perez, S., Aird, D., Chen, L.M., Ali, M., Murakami, A., Yammanuru, A., Han, T., Cox, N., Donis, R.O., Liddington, R.C., Marasco, W.A.	3.2	X-RAY DIFFRACTION	0.286	0.232	True	True	unknown	unknown	unknown	1.30E-10	-13.48	SPR	25	19234466
3fku	Y	Y	0	B | A	protein | protein	NA | NA	hemagglutinin | hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	12/17/08	Crystal structure of influenza hemagglutinin (H5) in complex with a broadly neutralizing antibody F10	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens		influenza a virus | influenza a virus	Hwang, W.C., Santelli, E., Stec, B., Wei, G., Cadwell, G., Bankston, L.A., Sui, J., Perez, S., Aird, D., Chen, L.M., Ali, M., Murakami, A., Yammanuru, A., Han, T., Cox, N., Donis, R.O., Liddington, R.C., Marasco, W.A.	3.2	X-RAY DIFFRACTION	0.286	0.232	True	True	unknown	unknown	unknown	1.30E-10	-13.48	SPR	25	19234466
3fku	Z	Z	0	D | C	protein | protein	NA | NA	hemagglutinin | hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	12/17/08	Crystal structure of influenza hemagglutinin (H5) in complex with a broadly neutralizing antibody F10	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens		influenza a virus | influenza a virus	Hwang, W.C., Santelli, E., Stec, B., Wei, G., Cadwell, G., Bankston, L.A., Sui, J., Perez, S., Aird, D., Chen, L.M., Ali, M., Murakami, A., Yammanuru, A., Han, T., Cox, N., Donis, R.O., Liddington, R.C., Marasco, W.A.	3.2	X-RAY DIFFRACTION	0.286	0.232	True	True	unknown	unknown	unknown	1.30E-10	-13.48	SPR	25	19234466
3qcu	H	L	0	H	Hapten	NKN	(2R)-2-HYDROXY-3-(PHOSPHONOOXY)PROPYL TETRADECANOATE	IMMUNE SYSTEM	01/17/11	Crystal structure of the LT3015 antibody Fab fragment in complex with lysophosphatidic acid (14:0)	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Fleming, J.K., Wojciak, J.M., Campbell, M.-A., Huxford, T.	1.979	X-RAY DIFFRACTION	0.252	0.222	False	True	IGHV5	IGKV2D	Kappa	None	None	None	None	None
3qcu	I	M	0	I	Hapten	NKN	(2R)-2-HYDROXY-3-(PHOSPHONOOXY)PROPYL TETRADECANOATE	IMMUNE SYSTEM	01/17/11	Crystal structure of the LT3015 antibody Fab fragment in complex with lysophosphatidic acid (14:0)	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Fleming, J.K., Wojciak, J.M., Campbell, M.-A., Huxford, T.	1.979	X-RAY DIFFRACTION	0.252	0.222	False	True	IGHV5	IGKV2D	Kappa	None	None	None	None	None
4ubd	S	T	0	R | U	protein | protein	NA | NA	hemagglutinin ha2 chain | hemagglutinin ha1 chain	viral protein/immune system	08/12/14	Crystal structure of a neutralizing human monoclonal antibody with 1968 H3 HA	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Shore, D.A., Yang, H., Cho, M., Donis, R.O., Stevens, J.	3.5	X-RAY DIFFRACTION	0.258	0.212	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
4ubd	Y	X	0	V | M	protein | protein	NA | NA	hemagglutinin ha2 chain | hemagglutinin ha1 chain	viral protein/immune system	08/12/14	Crystal structure of a neutralizing human monoclonal antibody with 1968 H3 HA	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Shore, D.A., Yang, H., Cho, M., Donis, R.O., Stevens, J.	3.5	X-RAY DIFFRACTION	0.258	0.212	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
4ubd	C	D	0	B | I	protein | protein	NA | NA	hemagglutinin ha2 chain | hemagglutinin ha1 chain	viral protein/immune system	08/12/14	Crystal structure of a neutralizing human monoclonal antibody with 1968 H3 HA	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Shore, D.A., Yang, H., Cho, M., Donis, R.O., Stevens, J.	3.5	X-RAY DIFFRACTION	0.258	0.212	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
4ubd	G	H	0	F | A	protein | protein	NA | NA	hemagglutinin ha2 chain | hemagglutinin ha1 chain	viral protein/immune system	08/12/14	Crystal structure of a neutralizing human monoclonal antibody with 1968 H3 HA	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Shore, D.A., Yang, H., Cho, M., Donis, R.O., Stevens, J.	3.5	X-RAY DIFFRACTION	0.258	0.212	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
4ubd	K	L	0	J | E	protein | protein	NA | NA	hemagglutinin ha2 chain | hemagglutinin ha1 chain	viral protein/immune system	08/12/14	Crystal structure of a neutralizing human monoclonal antibody with 1968 H3 HA	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Shore, D.A., Yang, H., Cho, M., Donis, R.O., Stevens, J.	3.5	X-RAY DIFFRACTION	0.258	0.212	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
4ubd	O	P	0	N | Q	protein | protein	NA | NA	hemagglutinin ha2 chain | hemagglutinin ha1 chain	viral protein/immune system	08/12/14	Crystal structure of a neutralizing human monoclonal antibody with 1968 H3 HA	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Shore, D.A., Yang, H., Cho, M., Donis, R.O., Stevens, J.	3.5	X-RAY DIFFRACTION	0.258	0.212	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
4ydj	A	B	0	I	protein	NA	envelope glycoprotein gp160,envelope glycoprotein gp160	IMMUNE SYSTEM	02/22/15	Crystal structure of broadly and potently neutralizing antibody 44-VRC13.01 in complex with HIV-1 clade AE strain 93TH057 gp120	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Moquin, S., Kwong, P.D.	2.308	X-RAY DIFFRACTION	0.250	0.223	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
4ydj	H	L	0	G	protein	NA	envelope glycoprotein gp160,envelope glycoprotein gp160	IMMUNE SYSTEM	02/22/15	Crystal structure of broadly and potently neutralizing antibody 44-VRC13.01 in complex with HIV-1 clade AE strain 93TH057 gp120	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Moquin, S., Kwong, P.D.	2.308	X-RAY DIFFRACTION	0.250	0.223	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
6a4k	I	M	0	B	protein	NA	hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	06/20/18	Human antibody 32D6 Fab in complex with H1N1 influenza A virus HA1	INFLUENZA A VIRUS (A/CALIFORNIA/7/2009(H1N1)); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (a/california/7/2009(h1n1))	Lee, C.C., Ko, T.P., Lin, L.L., Wang, A.H.J.	3.15	X-RAY DIFFRACTION	0.233	0.175	False	True	IGHV4	IGLV4	Lambda	None	None	None	None	None
6a4k	H	L	0	A	protein	NA	hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	06/20/18	Human antibody 32D6 Fab in complex with H1N1 influenza A virus HA1	INFLUENZA A VIRUS (A/CALIFORNIA/7/2009(H1N1)); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (a/california/7/2009(h1n1))	Lee, C.C., Ko, T.P., Lin, L.L., Wang, A.H.J.	3.15	X-RAY DIFFRACTION	0.233	0.175	False	True	IGHV4	IGLV4	Lambda	None	None	None	None	None
6a4k	J	N	0	C	protein	NA	hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	06/20/18	Human antibody 32D6 Fab in complex with H1N1 influenza A virus HA1	INFLUENZA A VIRUS (A/CALIFORNIA/7/2009(H1N1)); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (a/california/7/2009(h1n1))	Lee, C.C., Ko, T.P., Lin, L.L., Wang, A.H.J.	3.15	X-RAY DIFFRACTION	0.233	0.175	False	True	IGHV4	IGLV4	Lambda	None	None	None	None	None
6a4k	K	O	0	D	protein	NA	hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	06/20/18	Human antibody 32D6 Fab in complex with H1N1 influenza A virus HA1	INFLUENZA A VIRUS (A/CALIFORNIA/7/2009(H1N1)); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (a/california/7/2009(h1n1))	Lee, C.C., Ko, T.P., Lin, L.L., Wang, A.H.J.	3.15	X-RAY DIFFRACTION	0.233	0.175	False	True	IGHV4	IGLV4	Lambda	None	None	None	None	None
5chn	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/10/15	Fab fragments of chikungunya virus neutralizing human monoclonal antibody 5M16	HOMO SAPIENS	homo sapiens	homo sapiens		Long, F., Crowe, J.E., Rossmann, M.G.	2.047	X-RAY DIFFRACTION	0.218	0.172	False	False	IGHV1	IGKV2D	Kappa	None	None	None	None	None
5chn	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/10/15	Fab fragments of chikungunya virus neutralizing human monoclonal antibody 5M16	HOMO SAPIENS	homo sapiens	homo sapiens		Long, F., Crowe, J.E., Rossmann, M.G.	2.047	X-RAY DIFFRACTION	0.218	0.172	False	False	IGHV1	IGKV2D	Kappa	None	None	None	None	None
5y2k	G	H	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/26/17	A human antibody AF4H1L1	HOMO SAPIENS	homo sapiens	homo sapiens		Xiao, H., Qi, J., Gao, F.G.	2.1	X-RAY DIFFRACTION	0.259	0.220	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
5y2k	E	F	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/26/17	A human antibody AF4H1L1	HOMO SAPIENS	homo sapiens	homo sapiens		Xiao, H., Qi, J., Gao, F.G.	2.1	X-RAY DIFFRACTION	0.259	0.220	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
5y2k	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/26/17	A human antibody AF4H1L1	HOMO SAPIENS	homo sapiens	homo sapiens		Xiao, H., Qi, J., Gao, F.G.	2.1	X-RAY DIFFRACTION	0.259	0.220	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
5y2k	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/26/17	A human antibody AF4H1L1	HOMO SAPIENS	homo sapiens	homo sapiens		Xiao, H., Qi, J., Gao, F.G.	2.1	X-RAY DIFFRACTION	0.259	0.220	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
5dum	H	L	0	A	protein	NA	hemagglutinin	IMMUNE SYSTEM	09/19/15	Crystal structure of influenza A virus H5 hemagglutinin globular head in complex with the Fab of antibody 65C6	HOMO SAPIENS; INFLUENZA A VIRUS (A/ANHUI/1/2005(H5N1))	homo sapiens	homo sapiens	influenza a virus (a/anhui/1/2005(h5n1))	Sun, J., Zuo, T., Wang, G., Zhou, P., Zhang, L., Wang, X.	3.003	X-RAY DIFFRACTION	0.269	0.215	False	True	IGHV5	IGKV3	Kappa	None	None	None	None	None
6okq	D	C	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/14/19	Crystal structure of the SF12 Fab	HOMO SAPIENS	homo sapiens	homo sapiens		Barnes, C.O., Bjorkman, P.J.	3.2	X-RAY DIFFRACTION	0.299	0.273	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
6okq	F	E	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/14/19	Crystal structure of the SF12 Fab	HOMO SAPIENS	homo sapiens	homo sapiens		Barnes, C.O., Bjorkman, P.J.	3.2	X-RAY DIFFRACTION	0.299	0.273	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
6okq	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/14/19	Crystal structure of the SF12 Fab	HOMO SAPIENS	homo sapiens	homo sapiens		Barnes, C.O., Bjorkman, P.J.	3.2	X-RAY DIFFRACTION	0.299	0.273	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
1etz	B	A	0	B	Hapten	GAS	?	IMMUNE SYSTEM	04/13/00	THE THREE-DIMENSIONAL STRUCTURE OF AN ANTI-SWEETENER FAB, NC10.14, SHOWS THE EXTENT OF STRUCTURAL DIVERSITY IN ANTIGEN RECOGNITION BY IMMUNOGLOBULINS	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Guddat, L.W., Shan, L., Broomell, C., Ramsland, P.A., Fan, Z., Anchin, J.M., Linthicum, D.S., Edmundson, A.B.	2.6	X-RAY DIFFRACTION	0.294	0.198	False	False	IGHV8	IGLV1	Lambda	7.30E-08	-9.73	Other	NA	8232332
1etz	H	L	0	H	Hapten	GAS	?	IMMUNE SYSTEM	04/13/00	THE THREE-DIMENSIONAL STRUCTURE OF AN ANTI-SWEETENER FAB, NC10.14, SHOWS THE EXTENT OF STRUCTURAL DIVERSITY IN ANTIGEN RECOGNITION BY IMMUNOGLOBULINS	MUS MUSCULUS	mus musculus	mus musculus	mus musculus	Guddat, L.W., Shan, L., Broomell, C., Ramsland, P.A., Fan, Z., Anchin, J.M., Linthicum, D.S., Edmundson, A.B.	2.6	X-RAY DIFFRACTION	0.294	0.198	False	False	IGHV8	IGLV1	Lambda	7.30E-08	-9.73	Other	NA	8232332
5t3z	H	L	0	G	protein	NA	envelope glycoprotein gp160	VIRAL PROTEIN/IMMUNE SYSTEM	08/26/16	3.5 Angstrom Crystal Structure of a Fully and Natively Glycosylated BG505 SOSIP.664 HIV-1 Env Trimer in Complex with the Broadly Neutralizing Antibodies IOMA and 10-1074	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Gristick, H.B., Bjorkman, P.J.	3.5	X-RAY DIFFRACTION	0.298	0.275	False	True	IGHV4	unknown	unknown	None	None	None	None	None
5t3z	D	E	0	G	protein	NA	envelope glycoprotein gp160	VIRAL PROTEIN/IMMUNE SYSTEM	08/26/16	3.5 Angstrom Crystal Structure of a Fully and Natively Glycosylated BG505 SOSIP.664 HIV-1 Env Trimer in Complex with the Broadly Neutralizing Antibodies IOMA and 10-1074	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Gristick, H.B., Bjorkman, P.J.	3.5	X-RAY DIFFRACTION	0.298	0.275	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
4xmp	H	L	0	G	protein	NA	envelope glycoprotein gp160,envelope glycoprotein gp160,envelope glycoprotein gp160 	IMMUNE SYSTEM	01/15/15	Crystal structure of broadly and potently neutralizing antibody VRC08 in complex with HIV-1 clade A strain Q842.d12 gp120	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Srivatsan, S., Kwong, P.D.	1.7831	X-RAY DIFFRACTION	0.201	0.165	False	True	unknown	unknown	unknown	None	None	None	None	None
